sample	datatype	file_name	remote_path	accession	file_type	file_basename
HG02018	ont	20221025_HG02018_UL_eee-prom1-1D-PAM78083_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	FASTQ	20221025_HG02018_UL_eee-prom1-1D-PAM78083_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02018	ont	20221101_HG02018_UL_eee-prom1-1G-PAM79302_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	FASTQ	20221101_HG02018_UL_eee-prom1-1G-PAM79302_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02018	ont	20221102_HG02018_UL_eee-prom1-3H-PAM78744_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	FASTQ	20221102_HG02018_UL_eee-prom1-3H-PAM78744_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02018	ont	20221108_HG02018_UL_eee-prom1-3B-PAM64235_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	FASTQ	20221108_HG02018_UL_eee-prom1-3B-PAM64235_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02018	ont	20221130_HG02018_UL_eee-prom1-2C-PAM77931_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	FASTQ	20221130_HG02018_UL_eee-prom1-2C-PAM77931_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02018	ont	20221206_HG02018_UL_eee-prom1-2C-PAG68624_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	FASTQ	20221206_HG02018_UL_eee-prom1-2C-PAG68624_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02018	ont	20221207_HG02018_UL_eee-prom1-2C-PAG68624_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	FASTQ	20221207_HG02018_UL_eee-prom1-2C-PAG68624_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02018	ont	20230210_HG02018_UL_eee-prom1-3B-PAG76493_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	FASTQ	20230210_HG02018_UL_eee-prom1-3B-PAG76493_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059	hifi	m54329U_210430_224654.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02059	unknown	FASTQ	m54329U_210430_224654.hifi_reads.fastq.gz
HG02059	hifi	m54329U_210505_001822.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02059	unknown	FASTQ	m54329U_210505_001822.hifi_reads.fastq.gz
HG02059	hifi	m64076_200818_185305.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02059	unknown	FASTQ	m64076_200818_185305.Q20.fastq.gz
HG02059	hifi	m64076_200821_215706.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02059	unknown	FASTQ	m64076_200821_215706.Q20.fastq.gz
HG02059	hifi	m64076_200823_041159.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02059	unknown	FASTQ	m64076_200823_041159.Q20.fastq.gz
HG02059	ont	HG02059_20210817_UL_eee-prom1-1B-PAH34460_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown	FASTQ	HG02059_20210817_UL_eee-prom1-1B-PAH34460_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059	ont	HG02059_20210817_UL_eee-prom1-1D-PAH40455_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown	FASTQ	HG02059_20210817_UL_eee-prom1-1D-PAH40455_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059	ont	HG02059_20210819_UL_eee-prom1-1B-PAH34460_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown	FASTQ	HG02059_20210819_UL_eee-prom1-1B-PAH34460_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059	ont	HG02059_20210908_UL_eee-prom1-2F-PAH61827_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown	FASTQ	HG02059_20210908_UL_eee-prom1-2F-PAH61827_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059	ont	HG02059_20210913_UL_eee-prom1-1A-PAH61827_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown	FASTQ	HG02059_20210913_UL_eee-prom1-1A-PAH61827_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059	ont	HG02059_20210922_UL_eee-prom1-2A-PAH80144_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown	FASTQ	HG02059_20210922_UL_eee-prom1-2A-PAH80144_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059	ont	HG02059_20211102-2_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown	FASTQ	HG02059_20211102-2_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059	ont	HG02059_20211102_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown	FASTQ	HG02059_20211102_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059	ont	HG02059_20211103_UL_eee-prom1-1B-PAI18840-2_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown	FASTQ	HG02059_20211103_UL_eee-prom1-1B-PAI18840-2_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059	ont	HG02059_20211103_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown	FASTQ	HG02059_20211103_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059	ont	HG02059_20211104_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown	FASTQ	HG02059_20211104_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059	ont	HG02059_20211109_UL_eee-prom1-1B-PAI18586_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02059	unknown	FASTQ	HG02059_20211109_UL_eee-prom1-1B-PAI18586_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554	ont	HG02554_20210615_UL_eee-prom1-1E-PAG74634_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114	FASTQ	HG02554_20210615_UL_eee-prom1-1E-PAG74634_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554	ont	HG02554_20210713_UL_eee-prom1-2A-PAH12704_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114	FASTQ	HG02554_20210713_UL_eee-prom1-2A-PAH12704_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554	ont	HG02554_20210825_UL_eee-prom1-2B-PAH61790_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114	FASTQ	HG02554_20210825_UL_eee-prom1-2B-PAH61790_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554	ont	HG02554_20211116_UL_eee-prom1-3B-PAI19455_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114	FASTQ	HG02554_20211116_UL_eee-prom1-3B-PAI19455_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554	ont	HG02554_20211116_UL_eee-prom1-3D-PAI19205_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114	FASTQ	HG02554_20211116_UL_eee-prom1-3D-PAI19205_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554	ont	HG02554_20211117_UL_eee-prom1-3B-PAI19455_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114	FASTQ	HG02554_20211117_UL_eee-prom1-3B-PAI19455_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554	ont	HG02554_20211117_UL_eee-prom1-3D-PAI19205_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114	FASTQ	HG02554_20211117_UL_eee-prom1-3D-PAI19205_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554	ont	HG02554_20211130_UL_eee-prom1-1D-PAI18969_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114	FASTQ	HG02554_20211130_UL_eee-prom1-1D-PAI18969_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554	ont	HG02554_20211202_UL_eee-prom1-1D-PAI18969_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114	FASTQ	HG02554_20211202_UL_eee-prom1-1D-PAI18969_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554	ont	HG02554_20211207_UL_eee-prom1-1E-PAI55647_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02554	PRJNA988114	FASTQ	HG02554_20211207_UL_eee-prom1-1E-PAI55647_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587	ont	20220920_HG02587_UL_eee-prom1-1D-PAM64430_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	FASTQ	20220920_HG02587_UL_eee-prom1-1D-PAM64430_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587	ont	20221004_HG02587_UL_eee-prom1-1B-PAM23321_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	FASTQ	20221004_HG02587_UL_eee-prom1-1B-PAM23321_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587	ont	20221004_HG02587_UL_eee-prom1-1C-PAM23141_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	FASTQ	20221004_HG02587_UL_eee-prom1-1C-PAM23141_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587	ont	20221011_HG02587_UL_eee-prom1-1D-PAM78114_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	FASTQ	20221011_HG02587_UL_eee-prom1-1D-PAM78114_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587	ont	20221011_HG02587_UL_eee-prom1-1E-PAM79160_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	FASTQ	20221011_HG02587_UL_eee-prom1-1E-PAM79160_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587	ont	20221012_HG02587_UL_eee-prom1-1H-PAM78285_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	FASTQ	20221012_HG02587_UL_eee-prom1-1H-PAM78285_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587	ont	20221013_HG02587_UL_eee-prom1-1D-PAM78114_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	FASTQ	20221013_HG02587_UL_eee-prom1-1D-PAM78114_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587	ont	20221013_HG02587_UL_eee-prom1-1E-PAM79160_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	FASTQ	20221013_HG02587_UL_eee-prom1-1E-PAM79160_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587	ont	20221013_HG02587_UL_eee-prom1-1H-PAM78285_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	FASTQ	20221013_HG02587_UL_eee-prom1-1H-PAM78285_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587	ont	20221018_HG02587_UL_eee-prom1-1C-PAM78364_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	FASTQ	20221018_HG02587_UL_eee-prom1-1C-PAM78364_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587	ont	20221025_HG02587_UL_eee-prom1-1B-PAM76612_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	FASTQ	20221025_HG02587_UL_eee-prom1-1B-PAM76612_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587	ont	20230207_HG02587_UL_eee-prom1-3B-PAG84362_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	FASTQ	20230207_HG02587_UL_eee-prom1-3B-PAG84362_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	hifi	m54329U_210122_200631.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02769	unknown	FASTQ	m54329U_210122_200631.Q20.fastq.gz
HG02769	hifi	m54329U_210125_180102.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02769	unknown	FASTQ	m54329U_210125_180102.Q20.fastq.gz
HG02769	hifi	m54329U_210127_001445.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02769	unknown	FASTQ	m54329U_210127_001445.Q20.fastq.gz
HG02769	hifi	m54329U_210221_195419.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02769	unknown	FASTQ	m54329U_210221_195419.Q20.fastq.gz
HG02769	ont	20220315_HG02769_UL_eee-prom1-2F-PAK03888_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	20220315_HG02769_UL_eee-prom1-2F-PAK03888_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20210825_UL_eee-prom1-2C-PAH62122_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20210825_UL_eee-prom1-2C-PAH62122_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20210826_UL_eee-prom1-2C-PAH62122_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20210826_UL_eee-prom1-2C-PAH62122_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20210831_UL_eee-prom1-3B-PAH61842_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20210831_UL_eee-prom1-3B-PAH61842_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20210901_UL_eee-prom1-2B-PAH61842_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20210901_UL_eee-prom1-2B-PAH61842_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20210901_UL_eee-prom1-3B-PAH61842_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20210901_UL_eee-prom1-3B-PAH61842_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20210901_UL_eee-prom1-3F-PAH61842_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20210901_UL_eee-prom1-3F-PAH61842_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20210902_UL_eee-prom1-3H-PAH34317_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20210902_UL_eee-prom1-3H-PAH34317_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20210915_UL_eee-prom1-3B-PAH79896_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20210915_UL_eee-prom1-3B-PAH79896_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20210922_UL_eee-prom1-2C-PAH79896_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20210922_UL_eee-prom1-2C-PAH79896_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20211102_UL_eee-prom1-1C-PAI18970-2_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20211102_UL_eee-prom1-1C-PAI18970-2_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20211102_UL_eee-prom1-1C-PAI18970_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20211102_UL_eee-prom1-1C-PAI18970_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20211103_UL_eee-prom1-1C-PAI18970_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20211103_UL_eee-prom1-1C-PAI18970_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20211104_UL_eee-prom1-1C-PAI18970_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20211104_UL_eee-prom1-1C-PAI18970_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20211116_UL_eee-prom1-3A-PAI18834_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20211116_UL_eee-prom1-3A-PAI18834_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20211117_UL_eee-prom1-3A-PAI18834-2_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20211117_UL_eee-prom1-3A-PAI18834-2_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02769	ont	HG02769_20211117_UL_eee-prom1-3A-PAI18834_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02769	unknown	FASTQ	HG02769_20211117_UL_eee-prom1-3A-PAI18834_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
