sample	datatype	file_name	remote_path	accession	file_type	file_basename
NA19129	ont	GM19129_20210921_UL_eee-prom1-1B-PAH95198_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM19129	unknown	FASTQ	GM19129_20210921_UL_eee-prom1-1B-PAH95198_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19129	ont	GM19129_20210928_UL_eee-prom1-3G-PAH95198_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM19129	unknown	FASTQ	GM19129_20210928_UL_eee-prom1-3G-PAH95198_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19129	ont	GM19129_20211215_UL_eee-prom1-1C-PAK55818_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM19129	unknown	FASTQ	GM19129_20211215_UL_eee-prom1-1C-PAK55818_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19129	ont	GM19129_20211215_UL_eee-prom1-1D-PAK55439_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM19129	unknown	FASTQ	GM19129_20211215_UL_eee-prom1-1D-PAK55439_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19129	ont	GM19129_20211227_UL_eee-prom1-3D-PAJ09653_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM19129	unknown	FASTQ	GM19129_20211227_UL_eee-prom1-3D-PAJ09653_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19129	ont	GM19129_20220104_UL_eee-prom1-1D-PAJ02871_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM19129	unknown	FASTQ	GM19129_20220104_UL_eee-prom1-1D-PAJ02871_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19240	hifi	m84046_231007_214225_s2.hifi_reads.bc2078	IGSR:HGSVC3:/working/20231126_UW_HiFi/NA19240	unknown	FASTQ	m84046_231007_214225_s2.hifi_reads.bc2078.fastq.gz
NA19240	hifi	m84046_231113_224421_s1.hifi_reads.bc2078	IGSR:HGSVC3:/working/20231126_UW_HiFi/NA19240	unknown	FASTQ	m84046_231113_224421_s1.hifi_reads.bc2078.fastq.gz
NA19240	hifi	m84046_231117_203108_s3.hifi_reads.bc2078	IGSR:HGSVC3:/working/20231126_UW_HiFi/NA19240	unknown	FASTQ	m84046_231117_203108_s3.hifi_reads.bc2078.fastq.gz
NA19983	hifi	m54329U_220211_113834.hifi_reads	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19983	unknown	FASTQ	m54329U_220211_113834.hifi_reads.fastq.gz
NA19983	hifi	m54329U_220219_025145.hifi_reads	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19983	unknown	FASTQ	m54329U_220219_025145.hifi_reads.fastq.gz
NA19983	hifi	m64076_220217_122931.hifi_reads	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19983	unknown	FASTQ	m64076_220217_122931.hifi_reads.fastq.gz
NA19983	ont	20230131_NA19983_UL_eee-prom1-2G-PAG79639_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	unknown	FASTQ	20230131_NA19983_UL_eee-prom1-2G-PAG79639_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19983	ont	20230131_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	unknown	FASTQ	20230131_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19983	ont	20230201_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	unknown	FASTQ	20230201_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19983	ont	20230202_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	unknown	FASTQ	20230202_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19983	ont	20230207_NA19983_UL_eee-prom1-3H-PAG66270_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	unknown	FASTQ	20230207_NA19983_UL_eee-prom1-3H-PAG66270_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19983	ont	20230208_NA19983_UL_eee-prom1-2F-PAG84371_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	unknown	FASTQ	20230208_NA19983_UL_eee-prom1-2F-PAG84371_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19983	ont	20230209_NA19983_UL_eee-prom1-3H-PAG66270_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	unknown	FASTQ	20230209_NA19983_UL_eee-prom1-3H-PAG66270_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19983	ont	20230214_NA19983_UL_eee-prom1-3B-PAM44162_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	unknown	FASTQ	20230214_NA19983_UL_eee-prom1-3B-PAM44162_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA19983	ont	20230215_NA19983_UL_eee-prom1-3B-PAM44162_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	unknown	FASTQ	20230215_NA19983_UL_eee-prom1-3B-PAM44162_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	hifi	m54329U_210124_022104.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM20355	unknown	FASTQ	m54329U_210124_022104.Q20.fastq.gz
NA20355	hifi	m54329U_210220_055130.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM20355	unknown	FASTQ	m54329U_210220_055130.Q20.fastq.gz
NA20355	hifi	m64076_200930_195351.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM20355	unknown	FASTQ	m64076_200930_195351.Q20.fastq.gz
NA20355	hifi	m64076_201002_180938.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM20355	unknown	FASTQ	m64076_201002_180938.Q20.fastq.gz
NA20355	hifi	m64076_201004_002419.ccs	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM20355	unknown	FASTQ	m64076_201004_002419.Q20.fastq.gz
NA20355	ont	20220301_GM20355_UL_eee-prom1-1F-PAJ02893_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	20220301_GM20355_UL_eee-prom1-1F-PAJ02893_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	20220301_GM20355_UL_eee-prom1-1G-PAJ09797_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	20220301_GM20355_UL_eee-prom1-1G-PAJ09797_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	20220308_GM20355_UL_eee-prom1-3D-PAJ09168_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	20220308_GM20355_UL_eee-prom1-3D-PAJ09168_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20211006_UL_eee-prom1-3E-PAI04422_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20211006_UL_eee-prom1-3E-PAI04422_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20211007_UL_eee-prom1-3E-PAI04422_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20211007_UL_eee-prom1-3E-PAI04422_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20211008_UL_eee-prom1-3G-PAH80048_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20211008_UL_eee-prom1-3G-PAH80048_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20211019_UL_eee-prom1-1A-PAH61837_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20211019_UL_eee-prom1-1A-PAH61837_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20211019_UL_eee-prom1-3C-PAI05036_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20211019_UL_eee-prom1-3C-PAI05036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20211021_UL_eee-prom1-3C-PAI05036_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20211021_UL_eee-prom1-3C-PAI05036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20211130_UL_eee-prom1-2A-PAI18600_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20211130_UL_eee-prom1-2A-PAI18600_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20211130_UL_eee-prom1-2B-PAI18600_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20211130_UL_eee-prom1-2B-PAI18600_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20211202_UL_eee-prom1-2B-PAI18600_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20211202_UL_eee-prom1-2B-PAI18600_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20211208_UL_eee-prom1-1G-PAI74889_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20211208_UL_eee-prom1-1G-PAI74889_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20211208_UL_eee-prom1-1H-PAI74958_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20211208_UL_eee-prom1-1H-PAI74958_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20211215_UL_eee-prom1-1F-PAK55502_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20211215_UL_eee-prom1-1F-PAK55502_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20211227_UL_eee-prom1-3B-PAJ08036_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20211227_UL_eee-prom1-3B-PAJ08036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20211227_UL_eee-prom1-3C-PAJ09836_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20211227_UL_eee-prom1-3C-PAJ09836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20220104_UL_eee-prom1-1C-PAK51804_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20220104_UL_eee-prom1-1C-PAK51804_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20220104_UL_eee-prom1-2B-PAJ02890_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20220104_UL_eee-prom1-2B-PAJ02890_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20220105_UL_eee-prom1-2F-PAJ07922_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20220105_UL_eee-prom1-2F-PAJ07922_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20220118_UL_eee-prom1-2B-PAH61789_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20220118_UL_eee-prom1-2B-PAH61789_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20220118_UL_eee-prom1-2C-PAI19294_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20220118_UL_eee-prom1-2C-PAI19294_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20220125_UL_eee-prom1-3A-PAJ07962_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20220125_UL_eee-prom1-3A-PAJ07962_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20220125_UL_eee-prom1-3B-PAJ10248_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20220125_UL_eee-prom1-3B-PAJ10248_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355	ont	GM20355_20220125_UL_eee-prom1-3C-PAJ09671_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM20355	unknown	FASTQ	GM20355_20220125_UL_eee-prom1-3C-PAJ09671_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20847	hifi	m64076_220202_232805.hifi_reads	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA20847	unknown	FASTQ	m64076_220202_232805.hifi_reads.fastq.gz
NA20847	hifi	m64076_220205_003337.hifi_reads	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA20847	unknown	FASTQ	m64076_220205_003337.hifi_reads.fastq.gz
NA20847	hifi	m64076_220207_222645.hifi_reads	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA20847	unknown	FASTQ	m64076_220207_222645.hifi_reads.fastq.gz
NA21487	hifi	m54329U_210405_202314.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM21487	unknown	FASTQ	m54329U_210405_202314.hifi_reads.fastq.gz
NA21487	hifi	m54329U_210408_003536.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM21487	unknown	FASTQ	m54329U_210408_003536.hifi_reads.fastq.gz
NA21487	hifi	m54329U_210409_201342.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM21487	unknown	FASTQ	m54329U_210409_201342.hifi_reads.fastq.gz
NA21487	hifi	m64076_210325_045024.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM21487	unknown	FASTQ	m64076_210325_045024.hifi_reads.fastq.gz
NA21487	hifi	m64076_210409_201438.hifi_reads	IGSR:HGSVC3:/working/20210509_UW_HiFi/GM21487	unknown	FASTQ	m64076_210409_201438.hifi_reads.fastq.gz
NA21487	ont	20220215_GM21487_UL_eee-prom1-1H-PAJ09274_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown	FASTQ	20220215_GM21487_UL_eee-prom1-1H-PAJ09274_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487	ont	20220308_GM21487_UL_eee-prom1-3E-PAJ09752_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown	FASTQ	20220308_GM21487_UL_eee-prom1-3E-PAJ09752_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487	ont	GM21487_20210928_UL_eee-prom1-3B-PAH32438_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown	FASTQ	GM21487_20210928_UL_eee-prom1-3B-PAH32438_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487	ont	GM21487_20211019_UL_eee-prom1-3D-PAI04403_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown	FASTQ	GM21487_20211019_UL_eee-prom1-3D-PAI04403_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487	ont	GM21487_20211109_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown	FASTQ	GM21487_20211109_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487	ont	GM21487_20211110-2_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown	FASTQ	GM21487_20211110-2_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487	ont	GM21487_20211110_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown	FASTQ	GM21487_20211110_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487	ont	GM21487_20211110_UL_eee-prom1-1E-PAI04403_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown	FASTQ	GM21487_20211110_UL_eee-prom1-1E-PAI04403_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487	ont	GM21487_20211111_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown	FASTQ	GM21487_20211111_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487	ont	GM21487_20211220_UL_eee-prom1-1G-PAJ02891_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown	FASTQ	GM21487_20211220_UL_eee-prom1-1G-PAJ02891_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487	ont	GM21487_20211227_UL_eee-prom1-3E-PAJ09825_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown	FASTQ	GM21487_20211227_UL_eee-prom1-3E-PAJ09825_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487	ont	GM21487_20211227_UL_eee-prom1-3F-PAJ08016_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown	FASTQ	GM21487_20211227_UL_eee-prom1-3F-PAJ08016_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487	ont	GM21487_20220104_UL_eee-prom1-1E-PAJ02885_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown	FASTQ	GM21487_20220104_UL_eee-prom1-1E-PAJ02885_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487	ont	GM21487_20220118_UL_eee-prom1-2D-PAH36599_guppy-5.0.11-sup-prom_fastq_pass	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/GM21487	unknown	FASTQ	GM21487_20220118_UL_eee-prom1-2D-PAH36599_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
